Photon energy	QE(%)(%)
2.2441147532649293	3.825125091021439
2.247527827709255	3.9023860593475255
2.2509431266177584	4.140128365096579
2.254356523870728	4.213932833275636
2.2577720662928624	4.1526787037944946
2.2611856023860875	4.383237141978514
2.264597066922491	4.475095697137214
2.2680105431522555	4.648086211314604
2.27142600266437	4.7814131512347124
2.2748392429917357	4.849833534652658
2.2782543840346183	4.967060839276848
2.2816671977230616	5.133130148527788
2.2850818284686114	5.279166008206271
2.288498246625101	5.302853756189973
2.2919121856026052	5.470842185656246
2.295323577407301	5.582230977302314
2.298740877697569	5.881466972899827
2.3021512698211293	5.901373538710076
2.3055675088744563	6.006171806630775
2.308981001689733	6.229287359567478
2.312395991533179	6.4810008081199575
2.3158081212523536	6.591276754385145
2.319221659001649	6.790740712961315
2.3226365726484572	6.911734332204859
2.326052829839421	6.943849534553295
2.3294660212954	7.058471836079424
2.3328804652287407	7.282136901584274
2.3362917261598666	7.5465163739262024
2.339708562674114	7.675881041415914
2.34312212354047	7.909559990502441
2.3465367773256434	7.899312382459908
2.3499480359745712	8.058052242718615
2.3533647602722803	8.370848089810961
2.3567779947200074	8.451112726829107
2.360192158541991	8.770001452149412
2.363607216730996	9.044637229764525
2.3670186151029835	8.908674863788466
2.3704353430539835	9.275936938132295
2.373848313916981	9.366177251510424
2.3772620106766618	9.64479134729293
2.3806763971403813	9.842480035430201
2.384091436891071	10.042000109441538
2.3875024957824933	10.152816996654506
2.390918718790827	10.487992487205272
2.394330860625092	10.620023255219817
2.3977481184412794	10.77772649134298
2.4011611937854824	11.074657801585394
2.404574672669161	11.259472774316084
2.4079885170383553	11.103400932704727
