Photon energy	QE(%)(%)
1.7968724399598952	0.004627921699961209
1.800287768494619	0.006470875775446626
1.8037003607457909	0.006316484604782233
1.8071153794512487	0.008106878188721373
1.8105274907743731	0.007538538072732328
1.8139418960922529	0.008392446150606409
1.8173558844722733	0.009267142304626663
1.8207720522456765	0.009866384091041357
1.8241849835321717	0.009715018506322145
1.8275999575063164	0.01217434492232735
1.8310142210734175	0.015549303280301267
1.8344276944701643	0.014092178970338202
1.8378402973712982	0.01363952274774441
1.8412546832821395	0.017709932535570395
1.844668056650917	0.016364835275759937
1.8480830902282488	0.017305147682986233
1.851496967148656	0.023633107038033986
1.854912379486135	0.02039901322195841
1.858326488982508	0.022579830261351103
1.8617392115315323	0.027361589029608935
1.8651532683038896	0.027824763254639895
1.8685686049091257	0.02828125658095006
1.871982340083386	0.03039784639833223
1.8753943875789618	0.031433183227433686
1.8788103547347927	0.03596247997647295
1.8822245014465033	0.04180158730498268
1.8856367398848208	0.04251133386918521
1.8890527380621451	0.04797614765948205
1.8924666922675673	0.04512902772007948
1.895881412141193	0.04998732022151353
1.899293929561418	0.04922182034113803
1.9027070740191026	0.05861879685963292
1.9061237163884923	0.06008680755358347
1.9095350052708768	0.05802275200835707
1.9129496715514727	0.07006310496433571
1.9163647238418857	0.07001167397014799
1.9197771281619624	0.06930739609589447
1.9231927572828145	0.08588244999184348
1.9266055931085977	0.08477387259379872
1.9300215498372157	0.08829757228939689
1.9334345660637862	0.10206757379238973
1.9368475718714013	0.09496508205134867
1.9402635394797358	0.10926663812529125
1.9436763422440213	0.11015741527988213
1.9470919985871222	0.11833279503812422
1.9505043381792673	0.13658462107831437
1.9539194213964546	0.147001001336707
1.9573341241113162	0.13402668846496815
1.9607483795232683	0.1551675763957314
1.9641621203809811	0.1591837759322389
1.96757527898271	0.16245041572034682
1.9709909204783882	0.17168972505221108
1.9744027205200465	0.17336347371706068
1.9778168875600641	0.18672798371435842
1.9812302188457027	0.2050385741993604
1.9846458213436289	0.2137846972998102
1.9880604697108089	0.21211999338979723
1.9914740931973298	0.22509536197833857
1.9948866206051836	0.23515500575006493
1.9983012010230148	0.25626522701314736
2.0017145636389473	0.27845970270008
2.0051298787426357	0.26955287528230587
2.0085438527036623	0.279444263252473
2.011956412179612	0.32438648231879585
2.0153707593752332	0.32480298885369113
2.018786853372337	0.33983713596131787
2.022201354676248	0.34424538454219716
2.025614188249822	0.36799844002740245
2.0290285991574	0.3760085120544402
2.0324412132799714	0.4076979201639533
2.0358552972191073	0.4105522463268663
2.0392708078553636	0.43395605913669694
2.042684336335135	0.46515899707447445
2.046099181740409	0.4895891462199523
2.0495119119462557	0.4856372763952305
2.052925847763313	0.5231471972222903
2.0563409442666014	0.5376825746977654
2.0597537343149326	0.5617141787854177
2.0631675714792763	0.621942402346598
2.066582409762725	0.631100734537467
2.069998202832799	0.6439823917179723
2.07341143660962	0.6736986182070959
2.0768255086313614	0.7208833830158419
2.080240371491584	0.7393616112101008
2.083652475698537	0.7883618656353222
2.087068765177074	0.775852216480333
2.090482176490084	0.8115088500537179
2.0938961625684023	0.852792509413838
2.0973106742568444	0.8885325040342404
2.1007221027050713	0.9595503154495894
2.1041375052140516	0.9842398075346157
2.107553283820474	0.9822650512210181
2.110965793862313	1.0292617254065974
2.114378555375346	1.0800283739545213
2.11779513455235	1.1500357814712003
2.1212082566105064	1.197287743563796
2.1246214754160717	1.210313745263037
2.1280347387115297	1.25638240375901
2.13145165814091	1.3382724700792765
2.134864864035387	1.36726811681734
2.1382779556359903	1.4378242673675177
2.1416908793319966	1.4444376305034854
2.1451072925163026	1.5734290141072884
2.1485197300358494	1.6022859741552535
2.151935571814951	1.6351038568899714
2.155347304729031	1.7058197711214813
2.15876235539207	1.7439921738879114
2.1621769332104357	1.7579994798370067
2.165590982259676	1.8804007161181235
2.1690044462776323	1.9214926409283597
2.172417268664718	2.0688012856940836
2.1758332109078022	2.0655998803392315
2.1792484212889223	2.189830555449021
2.182658999813971	2.263879971965404
2.1860764158805677	2.2890434480305086
2.1894890839569947	2.382033605477271
2.1929046664809437	2.4581680852351537
2.1963153594663116	2.5140402386255625
2.1997327757110168	2.588410556258825
2.2031451836881217	2.649533117842658
2.206560341228121	2.734541886384111
2.20997428540523	2.8173465216653923
2.2133869557272043	2.976429885511581
2.2168022549403044	2.9891016854982984
2.2202161827333406	3.1880187008854284
2.223628677655293	3.215545225886253
2.227043678202057	3.2993863989192365
2.23045714650813	3.3873010016649383
2.233873045017067	3.4726661799739165
2.2372873107488784	3.5826835910922714
2.2406998806717304	3.7778896523098586
