Photon energy	Emittance(%)
1.7943058025293206	0.145195600043427
1.81740916350753	0.1769257907424738
1.8405112279145053	0.198449151526946
1.8636141339663328	0.2056400253577209
1.8867156518023127	0.2231983659931527
1.9098173790459048	0.2285772579872392
1.932922145649167	0.2497765392514761
1.9560248250749024	0.2643946185272874
1.9791270994148504	0.2770427822769971
2.0022285440688976	0.2900143243103885
2.0253329296945566	0.2987918081477766
2.0484351159286587	0.3118779165443163
2.071537265810981	0.3231556430203093
2.094639040215991	0.3339538855410253
2.117740874315409	0.3450912879620579
2.140844020624356	0.3589571643019954
2.163946815228321	0.3643017651131232
2.18705203125824	0.3776078852647543
2.210151563653932	0.390935317804008
2.233257411346983	0.4004645889003582
2.2563586166983223	0.4142654899810816
2.2794606983251686	0.4241978291569923
2.302561710152857	0.4363373079010807
2.325664509348539	0.4495339101657667
2.3487683186023944	0.4605190518589014
2.3718728582459443	0.4743669090816376
2.3949737457572224	0.4887377894632178
2.4180762211813955	0.4972980497919776
2.441181650158358	0.5104730176701555
2.4642822033735703	0.5226590321766378
