Photon energy	Emittance(%)
1.7712028336747536	0.1613635736600393
1.7943058025293206	0.1510222745588584
1.81740916350753	0.1744530152298416
1.8405112279145053	0.1984937660030581
1.8636141339663328	0.2135197232773737
1.8867156518023127	0.2233342554217988
1.9098173790459052	0.2325435276663774
1.932922145649167	0.2518904278323557
1.9560248250749024	0.2659661448630728
1.9791270994148504	0.2757787892023048
2.0022285440688976	0.2868726141773725
2.0253329296945566	0.3037296367365682
2.0484351159286587	0.3100838267488638
2.071537265810981	0.3234810416307384
2.094639040215991	0.3299509024531414
2.117740874315409	0.3426094905938896
2.140844020624356	0.3562496825507883
2.163946815228321	0.3648098476122695
2.18705203125824	0.3712179234337098
2.2101515636539317	0.3861821429329932
2.233257411346983	0.3944237662857708
2.2563586166983223	0.4056634746120919
2.2794606983251686	0.4189840447531209
2.302561710152857	0.4294691877186154
2.325664509348539	0.4395474804322269
2.3487683186023944	0.4511703086058247
2.3718728582459443	0.4650571896211986
2.3949737457572224	0.4750600213492478
