Photon energy	QE(%)(%)
1.7943058025293206	0.01473165206137
1.81740916350753	0.03128935582037
1.8405112279145053	0.050813828437200004
1.8636141339663328	0.07697004062541
1.8867156518023127	0.10656337517449
1.9098173790459048	0.14733985984677
1.932922145649167	0.24541050237103998
1.9560248250749024	0.35889550363567
1.9791270994148504	0.48056461581644
2.0022285440688976	0.71280427709398
2.0253329296945566	0.96299067960747
2.0484351159286587	1.29672530222054
2.071537265810981	1.7600347888817098
2.094639040215991	2.23627444882267
2.117740874315409	2.76326672373892
2.140844020624356	3.35695830602861
2.163946815228321	3.7510561936416495
2.18705203125824	4.393799889888641
2.210151563653932	4.93575757959379
2.233257411346983	5.84065011493183
2.2563586166983223	6.68042914790211
2.2794606983251686	7.933271300848251
2.302561710152857	9.33385302679025
2.325664509348539	10.79862257244327
2.3487683186023944	12.067739472138319
2.3718728582459443	13.51499249445923
2.3949737457572224	14.62666386461624
2.4180762211813955	15.328518453246229
2.441181650158358	16.23591125956392
2.4642822033735703	16.727197543327172
